CODE_OPERATION	CODE_STATION	LB_STATION	CODE_POINT	DATE	CODE_PRODUCTEUR	NOM_PRODUCTEUR	CODE_PRELEVEUR	NOM_PRELEVEUR	CODE_DETERMINATEUR	NOM_DETERMINATEUR	COORD_X_OP	COORD_Y_OP	UNITE_OBS	SUBSTRAT	CODE_SANDRE_TAXON	CODE_TAXON	NOM_LATIN_TAXON	RESULTAT
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					6693	FPAR	Fragilaria parasitica	11
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					9545	SSSP	Staurosirella	9
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					27445	ADRU	Achnanthidium druartii	8
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					9419	EOMI	Eolimna minima	6
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					16687	NVDA	Navicula vandamii	6
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					8891	NFON	Nitzschia fonticola	5
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					13873	GELG	Gomphonema elegantissimum	4
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					15167	NDGE	Naviculadicta geisslerae	4
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					8599	CDUB	Cyclostephanos dubius	3
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					11270	AUPU	Aulacoseira pusilla	3
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7107	AINA	Amphora inariensis	3
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7874	NCRY	Navicula cryptocephala	3
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					6679	FGRA	Fragilaria gracilis	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7116	APED	Amphora pediculus	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					17281	PGRN	Planothidium granum	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					32195	PDAO	Psammothidium daonense	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu							VUCO	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					8393	PLFR	Planothidium frequentissimum	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7948	NGRE	Navicula gregaria	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					11785	CEUG	Cocconeis euglypta	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7803	NANT	Navicula antonii	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7457	EADN	Epithemia adnata	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7426	ECAE	Encyonema caespitosum	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					14317	HCOS	Hippodonta costulata	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7777	HCAP	Hippodonta capitata	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					40027	PPVP	Placoneis parvapolonica	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7076	ADMI	Achnanthidium minutissimum	328
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					13128	ESUM	Encyonopsis subminuta	29
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					11431	CAEX	Cymbella excisa var. excisa	12
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					14003	GMIS	Gomphonema minusculum	5
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					10441	BNEG	Brachysira neglectissima	5
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7684	GLAT	Gomphonema lateripunctatum	4
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					17281	PGRN	Planothidium granum	4
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					6679	FGRA	Fragilaria gracilis	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					28559	PULA	Punctastriata lancettula	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					6704	FRAD	Fragilaria radians	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7443	ESLE	Encyonema silesiacum	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					6761	SCON	Staurosira construens	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					9545	SSSP	Staurosirella	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					18301	SEXG	Stauroforma exiguiformis	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					8393	PLFR	Planothidium frequentissimum	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					6713	FTEN	Fragilaria tenera	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					8989	NPAD	Nitzschia palea var. debilis	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					13128	ESUM	Encyonopsis subminuta	261
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7076	ADMI	Achnanthidium minutissimum	64
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7684	GLAT	Gomphonema lateripunctatum	34
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7074	ADCT	Achnanthidium catenatum	10
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					11431	CAEX	Cymbella excisa var. excisa	6
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					10441	BNEG	Brachysira neglectissima	5
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					9545	SSSP	Staurosirella	5
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					14132	GPRI	Gomphonema pumilum var. rigidum	4
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					11090	AMUZ	Aulacoseira muzzanensis	4
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					8891	NFON	Nitzschia fonticola	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					11785	CEUG	Cocconeis euglypta	2
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					9419	EOMI	Eolimna minima	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					8657	DSTE	Discostella stelligera	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					9445	SELS	Sellaphora	1
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7076	ADMI	Achnanthidium minutissimum	286
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					13128	ESUM	Encyonopsis subminuta	48
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					10441	BNEG	Brachysira neglectissima	17
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7684	GLAT	Gomphonema lateripunctatum	14
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					9545	SSSP	Staurosirella	9
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7657	GEXL	Gomphonema exilissimum	6
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					6679	FGRA	Fragilaria gracilis	5
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					7526	EIMP	Eunotia implicata	3
20190913174853-HB-328579	J710540T	ETANG DU BOULET à FEINS	101	27/06/2017	0	Interlocuteur inconnu	0	Interlocuteur inconnu	0	Interlocuteur inconnu					11431	CAEX	Cymbella excisa var. excisa	3
